,title,company,location,link,description,skills
10,nail care technician,FRIENDY NAILS,"Sylvan Lake, AB",https://ca.indeed.com/rc/clk?jk=8c3fac37afcbcc16&fccid=623b38eb98b2e860&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Cosmetics/Cosmetology Skills</b></h2>
<ul>
<li> Provide general information to customers on beauty products</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
<li> Esthetician</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Perform cashiering duties</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Manual dexterity</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Initiative</li>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Accurate</li>
<li> Team player</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Interpersonal awareness</li>
<li> Dependability</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Repetitive tasks', 'Interpersonal awareness', 'Excellent oral communication', 'Organized', 'Provide gel and acrylic nail extensions', 'Provide general information to customers on beauty products']"
11,manicurist,Qu beauty and nail corporation,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=484740f3168b4621&fccid=1e2e2f3f53581184&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Sell establishments products</li>
<li> Schedule and confirm appointments</li>
<li> Provide product demonstrations</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
</ul>
<h2 class=""jobSectionHeader""><b> Security and Safety</b></h2>
<ul>
<li> Criminal record check</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Odours</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Organized</li>
</ul>
<h2 class=""jobSectionHeader""><b> Screening questions</b></h2>
<ul>
<li> Are you currently legally able to work in Canada?</li>
<li> Do you have previous experience in this field of employment?</li>
</ul>
</div>
</div>","['Provide product demonstrations', 'Criminal record check', 'Clean, trim and polish nails', 'Are you currently legally able to work in Canada?', 'or equivalent experience', 'Do you have previous experience in this field of employment?', 'Excellent oral communication', 'Organized', 'Provide gel and acrylic nail extensions']"
12,newnail care technician,Nails Time Inc.,"St. John's, NL",https://ca.indeed.com/rc/clk?jk=d9484058673b14a1&fccid=ed5c32bb35fc73b0&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Credentials (certificates, licences, memberships, courses, etc.)</b></h2>
<ul>
<li> Esthetician certification</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Relaxation massage</li>
<li> Pedicures</li>
<li> Manicures</li>
<li> Foot massage</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Accurate</li>
<li> Client focus</li>
<li> Dependability</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Repetitive tasks', 'or equivalent experience', 'Organized', 'Esthetician certification', 'Provide gel and acrylic nail extensions']"
13,nail care technician,V-Nails,"Lacombe, AB",https://ca.indeed.com/rc/clk?jk=9c65369ffcaf6260&fccid=dc5c69e29ed93b2c&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Client focus</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['or equivalent experience', 'Organized', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
14,nail care technician,Delano Nails & Spa,"Sylvan Lake, AB",https://ca.indeed.com/rc/clk?jk=2548601f2c9dd231&fccid=3583b8ba75961b81&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Sell establishments products</li>
<li> Provide product demonstrations</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Odours</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Manual dexterity</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Accurate</li>
<li> Client focus</li>
</ul>
</div>
</div>","['Provide product demonstrations', 'Effective interpersonal skills', 'Clean, trim and polish nails', 'Repetitive tasks', 'or equivalent experience', 'Provide gel and acrylic nail extensions']"
15,nails and lashes applicator,Aloha Nails & Spa,"Kincardine, ON",https://ca.indeed.com/rc/clk?jk=10c4daaca2fd6f70&fccid=81204be5ad25c04d&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Waxing</li><li>
Pedicures</li><li>
Manicures</li><li>
Foot massage</li><li>
Eyelash extensions</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Nail and lashes applicator</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Perform cashiering duties</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Esthetician's salon</li><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Work Site Environment</b></h2><ul><li>
Odours</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Manual dexterity</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li></ul><h2 class=""jobSectionHeader""><b>
Work Location Information</b></h2><ul><li>
Relocation costs not covered by employer</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Initiative</li><li>
Effective interpersonal skills</li><li>
Flexibility</li><li>
Accurate</li><li>
Team player</li><li>
Client focus</li><li>
Interpersonal awareness</li><li>
Dependability</li><li>
Judgement</li><li>
Reliability</li><li>
Organized</li></ul></div></div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Schedule and confirm appointments', 'Repetitive tasks', 'Interpersonal awareness', 'Waxing', 'Organized', 'Perform cashiering duties', 'Provide gel and acrylic nail extensions']"
16,newnail care technician,bella vita laser clinic ltd,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=96975f278f8bf769&fccid=3b31590a9561b96e&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Provide product demonstrations</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Manual dexterity</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
</div>
</div>","['Provide product demonstrations', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions', 'Repetitive tasks']"
17,nail care technician,Urban Nail Bar Ltd,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=a78500d2fa01c79e&fccid=f2717b490231c237&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Client focus</li>
<li> Reliability</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
18,nail care technician,Q Nail Belmead,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=d3d73ff3ef56ba86&fccid=cafd020ff2f2a930&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Manual dexterity</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
<li> Standing for extended periods</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Initiative</li>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Accurate</li>
<li> Team player</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Interpersonal awareness</li>
<li> Dependability</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Repetitive tasks', 'Standing for extended periods', 'Interpersonal awareness', 'Excellent oral communication', 'Organized', 'Provide gel and acrylic nail extensions']"
19,newnails and lashes applicator,Atlantis Esthetics Inc.,"Southampton, ON",https://ca.indeed.com/rc/clk?jk=74a64cba268a7c3f&fccid=5c0d46dfc75c37d4&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Waxing</li>
<li> Pedicures</li>
<li> Manicures</li>
<li> Foot massage</li>
<li> Eyelash extensions</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Odours</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Manual dexterity</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Location Information</b></h2>
<ul>
<li> Relocation costs not covered by employer</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Initiative</li>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Accurate</li>
<li> Team player</li>
<li> Client focus</li>
<li> Interpersonal awareness</li>
<li> Dependability</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Repetitive tasks', 'Interpersonal awareness', 'Waxing', 'Organized', 'Provide gel and acrylic nail extensions']"
20,nail care technician,JAAS Nails Inc,"St. Albert, AB",https://ca.indeed.com/rc/clk?jk=79c9c0827bf8b034&fccid=858255585fff887f&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Initiative</li>
<li> Effective interpersonal skills</li>
<li> Accurate</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Organized</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
21,newnail care technician,LUV MEDISPA & MASSAGE,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=766e3f7e8db532cf&fccid=fe41bb75614cc8a0&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
<li> Foot massage</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Sell establishments products</li>
<li> Schedule and confirm appointments</li>
<li> Provide product demonstrations</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Other benefits</b></h2>
<ul>
<li> Parking available</li>
</ul>
</div>
</div>","['Provide product demonstrations', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions', 'Repetitive tasks']"
22,newnail care technician,Binh's Nails,"Spruce Grove, AB",https://ca.indeed.com/rc/clk?jk=951b58eb00b9769a&fccid=77679d5c0164ca08&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
<li> Esthetician</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Team player</li>
<li> Client focus</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
23,manicurist,Cali Nails Hillside,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=c8ffe70b346ee473&fccid=ace4478d0801381c&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Perform cashiering duties</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Odours</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Client focus</li>
<li> Organized</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
24,nail care technician,Essence De LA VIE,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=f0cd3c925df2284c&fccid=6562524de3a2cf7f&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Work Setting</b></h2><ul><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul></div></div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
25,nail care technician,Diva Nails Inc,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=731540dd1cac3bc8&fccid=4e96e1e9447a6253&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
<li> Esthetician</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Provide product demonstrations</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Accurate</li>
<li> Team player</li>
<li> Client focus</li>
</ul>
</div>
</div>","['Provide product demonstrations', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
26,newnail care technician,AAA Nails,"Sydney, NS",https://ca.indeed.com/rc/clk?jk=eab1c6bb316dba01&fccid=845f5bb90e49342e&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Cosmetics/Cosmetology Skills</b></h2><ul><li>
Advise on beauty products suited to customers' colouring and skin type</li><li>
Provide general information to customers on beauty products</li><li>
Apply make-up on customers</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Provide product demonstrations</li><li>
Perform cashiering duties</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Manual dexterity</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li><li>
Combination of sitting, standing, walking</li><li>
Standing for extended periods</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Initiative</li><li>
Effective interpersonal skills</li><li>
Flexibility</li><li>
Accurate</li><li>
Team player</li><li>
Excellent oral communication</li><li>
Client focus</li><li>
Interpersonal awareness</li><li>
Dependability</li><li>
Judgement</li><li>
Reliability</li><li>
Organized</li></ul><h2 class=""jobSectionHeader""><b>
Health benefits</b></h2><ul><li>
Health care plan</li><li>
Dental plan</li></ul></div></div>","['Provide product demonstrations', 'Effective interpersonal skills', 'Apply make-up on customers', 'Clean, trim and polish nails', 'Schedule and confirm appointments', 'Dental plan', 'Repetitive tasks', 'Standing for extended periods', 'Interpersonal awareness', 'Excellent oral communication', 'Organized', 'Perform cashiering duties', 'Provide gel and acrylic nail extensions', 'Provide general information to customers on beauty products']"
27,newnail care technician,LNG Nails,"Etobicoke, ON",https://ca.indeed.com/rc/clk?jk=1a1588e92551f943&fccid=b9a742ec5679be44&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Waxing</li>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Accurate</li>
<li> Dependability</li>
<li> Reliability</li>
</ul>
<h2 class=""jobSectionHeader""><b> Health benefits</b></h2>
<ul>
<li> Dental plan</li>
</ul>
<h2 class=""jobSectionHeader""><b> Financial benefits</b></h2>
<ul>
<li> Gratuities</li>
</ul>
<h2 class=""jobSectionHeader""><b> Long term benefits</b></h2>
<ul>
<li> Other benefits</li>
</ul>
<h2 class=""jobSectionHeader""><b> Other benefits</b></h2>
<ul>
<li> Free parking available</li>
</ul>
<h2 class=""jobSectionHeader""><b> Screening questions</b></h2>
<ul>
<li> Are you currently legally able to work in Canada?</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Are you currently legally able to work in Canada?', 'Other benefits', 'Dental plan', 'Repetitive tasks', 'Waxing', 'Provide gel and acrylic nail extensions']"
